index,latitude,longitude,open_datetime,closed_datetime
1,37.737457,-122.197412,1632484800.0,1632531600.0
2,37.660518,-122.085634,1632484800.0,1632531600.0
3,37.510929,-122.265387,1632484800.0,1632531600.0
4,37.468452,-122.43279,1632484800.0,1632531600.0
5,37.893844,-122.054286,1632484800.0,1632531600.0
7,37.963967,-121.989257,1632484800.0,1632538800.0
8,37.534275,-122.000694,1632484800.0,1632531600.0
9,38.185169,-122.254537,1632484800.0,1632546000.0
10,38.254609,-122.636133,1632484800.0,1632546000.0
12,37.25265,-121.83113,1632484800.0,1632538800.0
14,37.738069,-121.452546,1632481200.0,1632535200.0
15,38.528552,-122.789532,1632488400.0,1632546000.0
16,36.983624,-122.022571,1632484800.0,1632546000.0
20,37.689031,-121.012862,1632484800.0,1632538800.0
21,38.759664,-121.310437,1632484800.0,1632535200.0
22,38.678148,-121.195579,1632484800.0,1632535200.0
23,39.16276,-122.91957,1632484800.0,1632546000.0
24,39.162839,-122.919996,1632484800.0,1632553200.0
25,39.141582,-121.63224,1632484800.0,1632535200.0
26,36.9754,-120.080623,1632492000.0,1632546000.0
27,36.325734,-119.672434,1632484800.0,1632549600.0
29,39.53539,-119.716096,1632483000.0,1632528000.0
30,36.312772,-119.313502,1632484800.0,1632546000.0
31,34.934762,-120.435841,1632484800.0,1632546000.0
32,35.36896,-119.145671,1632484800.0,1632542400.0
33,35.380535,-119.022692,1632484800.0,1632538800.0
34,34.440184,-119.745805,1632484800.0,1632535200.0
36,34.219721,-119.038738,1632484800.0,1632535200.0
37,34.42586,-118.538832,1632484800.0,1632535200.0
38,34.675306,-118.148267,1632483000.0,1632535200.0
39,34.408003,-118.461717,1632484800.0,1632535200.0
40,34.156108,-118.794431,1632484800.0,1632535200.0
41,34.240816,-118.536425,1632484800.0,1632535200.0
42,34.168306,-118.606709,1632484800.0,1632535200.0
43,34.260468,-118.46696,1632484800.0,1632535200.0
44,34.201391,-118.449037,1632484800.0,1632538800.0
45,34.160017,-118.500837,1632484800.0,1632535200.0
46,34.18244,-118.30485,1632484800.0,1632546000.0
47,34.024299,-118.491685,1632484800.0,1632538800.0
48,34.101884,-118.32505,1632484800.0,1632538800.0
49,34.144953,-118.258822,1632510000.0,1632535200.0
50,33.992971,-118.442318,1632484800.0,1632538800.0
51,34.116177,-118.262442,1632484800.0,1632542400.0
52,34.04438,-118.328307,1632484800.0,1632538800.0
53,34.043373,-118.30925,1632484800.0,1632531600.0
54,34.14108,-118.132515,1632484800.0,1632531600.0
55,34.048218,-118.257759,1632488400.0,1632535200.0
56,33.940914,-118.406876,1632481200.0,1632556800.0
57,34.045146,-118.256666,1632484800.0,1632535200.0
58,33.942685,-118.399882,1632479400.0,1632553200.0
59,34.028993,-118.26152,1632488400.0,1632535200.0
60,33.891849,-118.297775,1632484800.0,1632535200.0
61,33.970815,-118.164625,1632484800.0,1632542400.0
62,34.046181,-118.030719,1632484800.0,1632531600.0
63,33.87225,-118.24826,1632484800.0,1632535200.0
64,34.067852,-117.972649,1632484800.0,1632538800.0
65,33.934415,-118.122135,1632484800.0,1632549600.0
66,34.849014,-117.08423,1632483000.0,1632535200.0
67,34.048405,-117.907646,1632484800.0,1632538800.0
68,33.77883,-118.27927,1632484800.0,1632546000.0
69,33.956509,-118.020453,1632484800.0,1632538800.0
70,33.874479,-118.124938,1632484800.0,1632535200.0
71,34.09417,-117.811614,1632502800.0,1632535200.0
72,33.830158,-118.143041,1632484800.0,1632546000.0
73,34.470825,-117.334625,1632483000.0,1632535200.0
74,33.775113,-118.123275,1632484800.0,1632542400.0
75,34.089601,-117.670491,1632484800.0,1632546000.0
76,33.888713,-117.827887,1632481200.0,1632546000.0
77,34.106213,-117.543583,1632484800.0,1632546000.0
78,33.737573,-118.006716,1632484800.0,1632542400.0
79,33.778125,-117.915268,1632490200.0,1632538800.0
80,33.74491,-117.920494,1632484800.0,1632546000.0
81,33.814259,-117.821798,1632484800.0,1632542400.0
82,33.70148,-117.953906,1632484800.0,1632538800.0
83,33.759674,-117.851474,1632481200.0,1632546000.0
85,33.711166,-117.818453,1632483000.0,1632538800.0
86,33.919693,-117.490049,1632481200.0,1632546000.0
87,33.650024,-117.839313,1632483000.0,1632535200.0
88,33.680949,-117.777915,1632483000.0,1632535200.0
89,33.850401,-117.549843,1632481200.0,1632546000.0
90,33.679958,-117.665049,1632483000.0,1632535200.0
91,33.61717,-117.7054,1632483000.0,1632535200.0
92,33.886842,-117.338576,1632481200.0,1632542400.0
93,33.614731,-117.679415,1632484800.0,1632528000.0
94,33.595743,-117.67947,1632483000.0,1632535200.0
95,33.459331,-117.651245,1632483000.0,1632528000.0
96,36.159329,-115.35093,1632484800.0,1632528000.0
97,36.28456,-115.287645,1632484800.0,1632531600.0
98,33.684631,-117.190068,1632483000.0,1632549600.0
99,33.594765,-117.245912,1632483000.0,1632549600.0
100,36.126825,-115.279379,1632483000.0,1632531600.0
101,36.238606,-115.224423,1632484800.0,1632531600.0
102,36.056375,-115.279118,1632484800.0,1632531600.0
103,36.259493,-115.180311,1632484800.0,1632531600.0
104,36.09946,-115.241092,1632484800.0,1632528000.0
105,36.143883,-115.22217,1632484800.0,1632531600.0
107,36.074609,-115.243029,1632484800.0,1632531600.0
108,33.556676,-117.176386,1632483000.0,1632549600.0
109,36.239235,-115.148973,1632484800.0,1632531600.0
113,36.107063,-115.152191,1632481200.0,1632531600.0
114,36.054664,-115.171578,1632484800.0,1632531600.0
116,36.113777,-115.119562,1632484800.0,1632531600.0
117,36.012404,-115.15422,1632481200.0,1632531600.0
119,36.27921,-115.024327,1632484800.0,1632535200.0
120,36.005542,-115.112061,1632484800.0,1632538800.0
123,36.039117,-115.029853,1632481200.0,1632538800.0
124,33.218124,-117.226431,1632483000.0,1632549600.0
125,33.742885,-116.217035,1632483000.0,1632549600.0
126,32.885247,-117.133961,1632488400.0,1632529800.0
127,32.876775,-117.140162,1632484800.0,1632538800.0
128,33.03823,-116.875205,1632484800.0,1632546000.0
130,32.729504,-117.22551,1632481200.0,1632546000.0
131,32.733683,-117.201356,1632481200.0,1632549600.0
133,32.711667,-117.170458,1632484800.0,1632542400.0
134,32.701833,-117.183778,1632492000.0,1632535200.0
135,32.715237,-117.16233,1632484800.0,1632538800.0
137,41.100979,-114.956073,1632484800.0,1632535200.0
138,32.808242,-116.965486,1632484800.0,1632546000.0
140,35.160998,-114.572233,1632484800.0,1632538800.0
141,35.226674,-114.036755,1632479400.0,1632538800.0
143,34.476161,-114.346983,1632479400.0,1632538800.0
145,35.17692,-113.7898,1632481200.0,1632538800.0
146,32.698313,-114.624274,1632477600.0,1632531600.0
147,32.667945,-114.442607,1632477600.0,1632531600.0
148,40.54365,-111.980835,1632484800.0,1632528000.0
149,40.712532,-112.024319,1632484800.0,1632506400.0
150,40.620245,-111.91077,1632484800.0,1632535200.0
151,40.760925,-111.884828,1632484800.0,1632524400.0
152,40.72614,-111.848422,1632484800.0,1632528000.0
153,41.089663,-111.975796,1632481200.0,1632528000.0
154,34.585971,-112.340825,1632479400.0,1632542400.0
155,41.159306,-111.940207,1632484800.0,1632528000.0
156,34.721556,-112.003047,1632479400.0,1632538800.0
157,35.19041,-111.661068,1632477600.0,1632528000.0
158,33.637614,-112.424738,1632477600.0,1632531600.0
159,33.440797,-112.555984,1632477600.0,1632538800.0
160,33.637774,-112.357249,1632481200.0,1632520800.0
161,33.608656,-112.360561,1632477600.0,1632538800.0
162,33.711568,-112.27348,1632477600.0,1632538800.0
163,33.449139,-112.391445,1632477600.0,1632531600.0
164,33.709984,-112.20353,1632477600.0,1632531600.0
165,33.670507,-112.201941,1632477600.0,1632528000.0
166,33.610492,-112.239542,1632477600.0,1632531600.0
168,33.612133,-112.185404,1632477600.0,1632531600.0
169,33.465336,-112.2719,1632481200.0,1632520800.0
170,33.47999,-112.257393,1632477600.0,1632531600.0
171,33.68236,-112.100482,1632477600.0,1632538800.0
172,33.567436,-112.169692,1632477600.0,1632531600.0
173,33.655176,-112.099671,1632477600.0,1632531600.0
174,33.459036,-112.202976,1632477600.0,1632538800.0
175,33.64081,-112.06062,1632479400.0,1632538800.0
176,33.678808,-112.031485,1632477600.0,1632531600.0
177,33.607796,-112.065533,1632481200.0,1632531600.0
178,33.552972,-112.10106,1632477600.0,1632531600.0
179,33.52464,-112.110651,1632477600.0,1632531600.0
180,33.480389,-112.109966,1632474000.0,1632531600.0
181,33.377011,-112.171132,1632477600.0,1632531600.0
182,33.596616,-112.014152,1632477600.0,1632531600.0
183,33.626557,-111.979391,1632477600.0,1632538800.0
184,33.523731,-112.047491,1632477600.0,1632542400.0
185,33.509207,-112.034522,1632483000.0,1632520800.0
186,33.449619,-112.074204,1632484800.0,1632517200.0
187,33.4804,-112.03154,1632477600.0,1632538800.0
188,33.377503,-112.100706,1632479400.0,1632538800.0
189,33.480547,-111.992539,1632477600.0,1632535200.0
190,33.622595,-111.892058,1632479400.0,1632538800.0
191,33.43553,-111.997571,1632477600.0,1632538800.0
192,33.57945,-111.88664,1632477600.0,1632538800.0
193,33.544498,-111.890168,1632486600.0,1632531600.0
194,33.538103,-111.890293,1632479400.0,1632546000.0
195,33.421053,-111.960497,1632477600.0,1632520800.0
196,33.480016,-111.910002,1632479400.0,1632538800.0
197,33.58786,-111.836226,1632481200.0,1632538800.0
198,33.44913,-111.92645,1632481200.0,1632538800.0
199,33.33498,-111.962164,1632477600.0,1632531600.0
200,33.407969,-111.910812,1632477600.0,1632538800.0
201,33.37998,-111.927863,1632477600.0,1632531600.0
202,33.304773,-111.977545,1632477600.0,1632538800.0
204,33.335101,-111.909297,1632477600.0,1632538800.0
205,34.236365,-111.322924,1632481200.0,1632524400.0
206,33.376868,-111.859277,1632477600.0,1632538800.0
207,33.349907,-111.875032,1632477600.0,1632531600.0
208,33.437269,-111.788746,1632477600.0,1632531600.0
209,33.3057,-111.87694,1632477600.0,1632531600.0
210,33.066353,-112.045981,1632477600.0,1632531600.0
211,33.33569,-111.84122,1632477600.0,1632538800.0
212,33.379474,-111.806289,1632477600.0,1632531600.0
213,33.023584,-112.050799,1632488400.0,1632531600.0
214,33.275446,-111.858012,1632477600.0,1632520800.0
215,33.293044,-111.825002,1632477600.0,1632531600.0
216,33.335313,-111.771592,1632477600.0,1632531600.0
217,33.38186,-111.73884,1632477600.0,1632538800.0
218,33.452042,-111.688316,1632481200.0,1632520800.0
219,33.21899,-111.82411,1632477600.0,1632531600.0
220,33.246147,-111.788921,1632477600.0,1632531600.0
221,33.320942,-111.720692,1632477600.0,1632531600.0
222,33.394338,-111.61603,1632477600.0,1632531600.0
223,33.23434,-111.72194,1632477600.0,1632531600.0
224,33.283522,-111.684716,1632477600.0,1632538800.0
225,33.382669,-111.599751,1632481200.0,1632520800.0
226,33.25438,-111.63061,1632477600.0,1632538800.0
227,33.247931,-111.562722,1632477600.0,1632538800.0
228,33.178335,-111.582284,1632477600.0,1632531600.0
229,32.88,-111.73048,1632477600.0,1632531600.0
231,32.353903,-111.094165,1632481200.0,1632531600.0
232,32.349137,-110.975982,1632477600.0,1632531600.0
233,32.25063,-110.988169,1632481200.0,1632531600.0
234,32.253161,-110.944015,1632481200.0,1632531600.0
235,32.231561,-110.957837,1632484800.0,1632538800.0
236,32.133587,-111.000008,1632481200.0,1632546000.0
238,32.206692,-110.878094,1632481200.0,1632531600.0
239,32.251737,-110.841454,1632477600.0,1632531600.0
240,32.120275,-110.937724,1632477600.0,1632524400.0
241,32.2213,-110.7901,1632477600.0,1632531600.0
242,31.959858,-110.984078,1632481200.0,1632542400.0
243,32.088597,-110.775779,1632481200.0,1632531600.0
245,38.466734,-107.865836,1632481200.0,1632528000.0
246,39.522085,-107.776018,1632484800.0,1632524400.0
247,31.551321,-110.311454,1632484800.0,1632531600.0
248,39.629403,-106.069259,1632481200.0,1632524400.0
249,35.158978,-106.681114,1632481200.0,1632546000.0
252,35.317584,-106.542868,1632481200.0,1632546000.0
253,35.080946,-106.625232,1632481200.0,1632549600.0
255,35.059656,-106.558015,1632484800.0,1632517200.0
258,40.033534,-105.259177,1632481200.0,1632538800.0
259,39.625827,-105.109415,1632481200.0,1632531600.0
260,39.858174,-105.082356,1632481200.0,1632538800.0
261,40.152956,-105.096112,1632481200.0,1632538800.0
262,39.58014,-105.051428,1632481200.0,1632531600.0
263,39.747723,-105.053425,1632481200.0,1632531600.0
264,40.421327,-105.077372,1632481200.0,1632526200.0
265,40.548542,-105.077539,1632481200.0,1632531600.0
266,39.66655,-104.987126,1632481200.0,1632538800.0
267,39.721942,-104.987095,1632479400.0,1632531600.0
268,39.942439,-104.998117,1632479400.0,1632538800.0
269,39.855191,-104.97871,1632479400.0,1632538800.0
270,39.652709,-104.930228,1632481200.0,1632531600.0
273,39.007255,-104.895251,1632495600.0,1632517200.0
274,39.00809,-104.88592,1632488400.0,1632513600.0
275,38.991936,-104.88494,1632488400.0,1632513600.0
276,39.595554,-104.877448,1632479400.0,1632531600.0
278,39.674439,-104.866344,1632481200.0,1632542400.0
279,38.834483,-104.839339,1632477600.0,1632528000.0
280,38.927775,-104.830766,1632481200.0,1632513600.0
281,38.811043,-104.821966,1632481200.0,1632528000.0
282,38.995345,-104.811173,1632486600.0,1632538800.0
283,38.7456,-104.801509,1632484800.0,1632538800.0
284,39.595437,-104.798458,1632479400.0,1632542400.0
285,39.627787,-104.795177,1632479400.0,1632535200.0
286,38.75418,-104.78715,1632484800.0,1632513600.0
288,38.836053,-104.775533,1632477600.0,1632528000.0
289,39.724106,-104.783937,1632488400.0,1632524400.0
290,39.536643,-104.767248,1632479400.0,1632535200.0
291,38.890156,-104.760681,1632477600.0,1632528000.0
292,39.783036,-104.772622,1632479400.0,1632538800.0
293,32.334896,-106.780237,1632479400.0,1632538800.0
294,38.925514,-104.718889,1632477600.0,1632528000.0
296,38.720094,-104.702339,1632477600.0,1632528000.0
297,32.319153,-106.73622,1632479400.0,1632538800.0
298,41.144486,-104.859265,1632484800.0,1632524400.0
299,39.853516,-104.674073,1632481200.0,1632538800.0
300,38.309311,-104.615813,1632481200.0,1632528000.0
301,38.808616,-104.525912,1632488400.0,1632513600.0
302,32.838297,-106.082591,1632484800.0,1632531600.0
304,31.859614,-106.561178,1632479400.0,1632546000.0
305,31.818098,-106.51619,1632479400.0,1632546000.0
306,31.870473,-106.427765,1632479400.0,1632546000.0
307,31.812735,-106.433834,1632481200.0,1632528000.0
308,31.785021,-106.414856,1632479400.0,1632546000.0
310,31.728178,-106.302959,1632479400.0,1632546000.0
311,31.792664,-106.260048,1632479400.0,1632546000.0
312,33.401337,-104.52317,1632481200.0,1632546000.0
313,38.096229,-102.619967,1632477600.0,1632531600.0
315,35.162433,-101.937654,1632477600.0,1632538800.0
316,35.18442,-101.883586,1632477600.0,1632538800.0
318,35.190424,-101.744158,1632477600.0,1632531600.0
321,41.115568,-100.761932,1632477600.0,1632531600.0
322,33.52203,-101.956478,1632477600.0,1632538800.0
324,33.549279,-101.904627,1632477600.0,1632538800.0
325,33.487871,-101.904136,1632481200.0,1632538800.0
326,33.522334,-101.870004,1632477600.0,1632538800.0
333,40.68442,-99.08624,1632481200.0,1632528000.0
334,40.590985,-98.392069,1632481200.0,1632528000.0
335,32.432125,-99.75755,1632477600.0,1632538800.0
336,33.86072,-98.53571,1632477600.0,1632538800.0
337,37.645417,-97.414334,1632472200.0,1632535200.0
338,37.645414,-97.414332,1632472200.0,1632535200.0
339,37.644494,-97.410808,1632472200.0,1632535200.0
340,37.678513,-97.389991,1632477600.0,1632535200.0
341,37.691862,-97.244044,1632477600.0,1632535200.0
342,37.575092,-97.244031,1632477600.0,1632535200.0
343,37.723715,-97.206742,1632477600.0,1632535200.0
344,37.68237,-97.136,1632477600.0,1632535200.0
346,35.570908,-97.56744,1632477600.0,1632535200.0
349,37.76607,-96.981858,1632477600.0,1632531600.0
350,35.624953,-97.486219,1632477600.0,1632535200.0
351,35.493447,-97.518612,1632477600.0,1632542400.0
352,40.81575,-96.702868,1632486600.0,1632531600.0
353,35.37617,-97.529716,1632459600.0,1632538800.0
354,40.755864,-96.684366,1632475800.0,1632528000.0
355,35.334045,-97.495964,1632477600.0,1632542400.0
356,35.449663,-97.441331,1632475800.0,1632538800.0
357,40.814704,-96.606561,1632475800.0,1632528000.0
358,40.753102,-96.605614,1632475800.0,1632528000.0
359,35.44349,-97.3714,1632475800.0,1632538800.0
360,39.190054,-96.553119,1632477600.0,1632535200.0
361,38.094632,-96.579857,1632477600.0,1632531600.0
363,41.15867,-96.178026,1632477600.0,1632535200.0
364,41.291488,-96.168167,1632475800.0,1632528000.0
365,41.248536,-96.138473,1632475800.0,1632528000.0
366,41.209327,-96.124034,1632475800.0,1632528000.0
367,41.178696,-96.10259,1632475800.0,1632528000.0
368,32.216072,-98.2179,1632484800.0,1632510000.0
369,41.205788,-96.07992,1632475800.0,1632528000.0
370,41.306225,-96.079396,1632475800.0,1632528000.0
371,41.234547,-96.05217,1632475800.0,1632528000.0
372,38.42309,-96.216355,1632477600.0,1632535200.0
373,41.161665,-96.023677,1632475800.0,1632528000.0
374,41.254405,-96.023369,1632475800.0,1632528000.0
375,41.212279,-95.985675,1632475800.0,1632528000.0
377,32.749965,-97.797833,1632477600.0,1632531600.0
378,41.141782,-95.910204,1632475800.0,1632528000.0
379,41.262207,-95.878025,1632475800.0,1632528000.0
380,39.02926,-95.726946,1632475800.0,1632528000.0
381,32.6929,-97.51832,1632477600.0,1632538800.0
382,32.761555,-97.484695,1632477600.0,1632531600.0
384,32.880543,-97.392517,1632477600.0,1632535200.0
385,32.929546,-97.272769,1632477600.0,1632528000.0
386,32.858859,-97.264567,1632475800.0,1632528000.0
388,32.93808,-97.18524,1632475800.0,1632528000.0
389,32.902262,-97.186472,1632477600.0,1632528000.0
390,32.534019,-97.335877,1632477600.0,1632528000.0
391,32.844519,-97.18663,1632474000.0,1632528000.0
393,32.892258,-97.147845,1632477600.0,1632528000.0
394,33.01327,-97.072105,1632477600.0,1632535200.0
395,32.678238,-97.196575,1632477600.0,1632531600.0
396,33.041964,-97.032997,1632477600.0,1632535200.0
397,29.780756,-98.73258,1632477600.0,1632542400.0
398,32.82832,-97.098883,1632477600.0,1632528000.0
399,32.906542,-97.044103,1632477600.0,1632538800.0
400,32.902541,-97.043586,1632477600.0,1632542400.0
401,32.906597,-97.036528,1632475800.0,1632538800.0
402,32.892418,-97.038271,1632477600.0,1632538800.0
403,32.898312,-97.035621,1632477600.0,1632538800.0
404,32.89298,-97.037619,1632477600.0,1632538800.0
405,32.665782,-97.133868,1632477600.0,1632531600.0
406,32.925806,-96.994124,1632477600.0,1632528000.0
407,32.802011,-97.032507,1632477600.0,1632538800.0
408,32.607567,-97.112726,1632477600.0,1632528000.0
409,33.152625,-96.865339,1632477600.0,1632535200.0
410,38.973301,-95.251223,1632477600.0,1632535200.0
411,38.9427,-95.242939,1632477600.0,1632537000.0
412,36.062327,-95.814953,1632477600.0,1632531600.0
413,31.112247,-97.799648,1632477600.0,1632542400.0
414,32.708699,-96.99967,1632477600.0,1632528000.0
415,33.147072,-96.805292,1632477600.0,1632535200.0
416,33.0252,-96.84708,1632477600.0,1632535200.0
417,33.078782,-96.819063,1632477600.0,1632528000.0
419,29.645049,-98.621166,1632477600.0,1632542400.0
421,29.515266,-98.695466,1632477600.0,1632542400.0
422,31.139854,-97.738538,1632481200.0,1632524400.0
423,33.202454,-96.733636,1632477600.0,1632538800.0
425,33.074247,-96.7498,1632477600.0,1632528000.0
426,32.845907,-96.849215,1632477600.0,1632538800.0
427,32.842331,-96.846778,1632477600.0,1632538800.0
428,32.842583,-96.846585,1632477600.0,1632535200.0
429,32.93203,-96.80366,1632477600.0,1632528000.0
430,32.59989,-96.944596,1632477600.0,1632531600.0
432,33.216928,-96.664477,1632477600.0,1632538800.0
434,32.951922,-96.769344,1632477600.0,1632528000.0
435,33.167334,-96.666121,1632477600.0,1632535200.0
438,29.659858,-98.498372,1632484800.0,1632538800.0
439,29.575534,-98.544589,1632477600.0,1632535200.0
440,31.063518,-97.663471,1632477600.0,1632542400.0
442,29.500603,-98.57963,1632477600.0,1632538800.0
444,32.858308,-96.751368,1632477600.0,1632528000.0
445,32.603943,-96.856512,1632477600.0,1632538800.0
446,29.661078,-98.436352,1632481200.0,1632538800.0
447,29.532512,-98.496772,1632477600.0,1632538800.0
448,32.0794,-97.0552,1632477600.0,1632542400.0
449,29.60735,-98.418798,1632481200.0,1632538800.0
450,33.011774,-96.602584,1632477600.0,1632528000.0
451,29.436802,-98.497055,1632477600.0,1632542400.0
453,30.521816,-97.83101,1632477600.0,1632528000.0
454,39.088964,-94.883044,1632481200.0,1632524400.0
457,39.756968,-94.804018,1632477600.0,1632535200.0
458,30.48059,-97.83372,1632479400.0,1632531600.0
459,32.908793,-96.582669,1632477600.0,1632528000.0
460,30.208212,-97.97261,1632481200.0,1632535200.0
462,29.5105,-98.389256,1632477600.0,1632528000.0
464,29.563075,-98.33206,1632477600.0,1632528000.0
465,38.573325,-94.862944,1632481200.0,1632524400.0
466,31.530577,-97.188323,1632479400.0,1632528000.0
468,31.480169,-97.207392,1632477600.0,1632542400.0
469,38.722178,-94.830921,1632481200.0,1632524400.0
472,29.495396,-98.326005,1632477600.0,1632528000.0
473,30.425561,-97.753682,1632477600.0,1632528000.0
474,29.715152,-98.160495,1632484800.0,1632538800.0
475,32.887563,-96.473086,1632477600.0,1632528000.0
476,39.01441,-94.72756,1632477600.0,1632535200.0
477,38.970685,-94.725776,1632474000.0,1632535200.0
478,30.497396,-97.657036,1632479400.0,1632531600.0
480,39.209913,-94.645349,1632475800.0,1632528000.0
482,29.697968,-98.0902,1632477600.0,1632528000.0
483,30.169116,-97.796507,1632477600.0,1632531600.0
484,38.855013,-94.675214,1632474000.0,1632542400.0
485,38.91241,-94.66361,1632474000.0,1632528000.0
486,29.888818,-97.94607,1632459600.0,1632510000.0
487,30.388029,-97.648856,1632477600.0,1632531600.0
488,30.014098,-97.858794,1632477600.0,1632535200.0
489,39.265853,-94.576611,1632475800.0,1632528000.0
490,27.573357,-99.474581,1632475800.0,1632542400.0
491,38.943735,-94.596065,1632477600.0,1632528000.0
492,39.203293,-94.548999,1632475800.0,1632528000.0
498,39.238468,-94.435773,1632475800.0,1632528000.0
500,39.074996,-94.379309,1632477600.0,1632528000.0
501,38.61692,-94.350736,1632477600.0,1632535200.0
502,42.501548,-94.161591,1632477600.0,1632528000.0
504,30.11053,-97.342654,1632479400.0,1632535200.0
505,33.672833,-95.519981,1632477600.0,1632528000.0
506,41.600214,-93.829403,1632477600.0,1632528000.0
507,44.166607,-93.96034,1632477600.0,1632535200.0
510,44.316507,-93.963319,1632477600.0,1632531600.0
511,41.590651,-93.713134,1632477600.0,1632528000.0
512,41.636805,-93.697965,1632477600.0,1632528000.0
513,42.022749,-93.654253,1632477600.0,1632538800.0
514,41.601688,-93.600771,1632477600.0,1632531600.0
515,41.746397,-93.60048,1632477600.0,1632528000.0
516,41.552633,-93.596475,1632477600.0,1632528000.0
517,41.600599,-93.567576,1632475800.0,1632531600.0
518,41.644574,-93.498495,1632477600.0,1632528000.0
519,36.3569,-94.184987,1632477600.0,1632528000.0
520,36.176196,-94.162346,1632481200.0,1632528000.0
521,35.346773,-94.351204,1632477600.0,1632528000.0
522,44.790142,-93.601836,1632481200.0,1632531600.0
523,32.303152,-95.316088,1632481200.0,1632531600.0
524,45.128944,-93.423488,1632481200.0,1632528000.0
525,45.03317,-93.378912,1632477600.0,1632531600.0
526,44.714431,-93.280661,1632477600.0,1632535200.0
527,44.884141,-93.308254,1632481200.0,1632535200.0
528,44.861026,-93.250668,1632484800.0,1632537000.0
530,45.218807,-93.30699,1632477600.0,1632531600.0
532,37.121179,-93.467569,1632477600.0,1632542400.0
533,45.119088,-93.264493,1632477600.0,1632528000.0
534,44.883785,-93.211356,1632475800.0,1632535200.0
535,42.011087,-92.912258,1632477600.0,1632528000.0
536,44.833177,-93.168654,1632477600.0,1632535200.0
538,44.945707,-93.167227,1632481200.0,1632528000.0
539,45.0139,-93.10653,1632477600.0,1632528000.0
540,44.909225,-93.080294,1632477600.0,1632535200.0
541,37.140838,-93.295764,1632477600.0,1632542400.0
542,29.742398,-96.329808,1632477600.0,1632538800.0
543,45.032278,-93.046078,1632477600.0,1632528000.0
545,32.431667,-94.863788,1632477600.0,1632531600.0
546,44.734021,-92.852102,1632477600.0,1632535200.0
547,36.64065,-93.24209,1632481200.0,1632542400.0
550,27.680095,-97.373955,1632475800.0,1632542400.0
551,42.513415,-92.429784,1632477600.0,1632528000.0
552,44.050444,-92.521367,1632477600.0,1632531600.0
555,44.023011,-92.464657,1632479400.0,1632524400.0
556,30.224155,-95.54772,1632477600.0,1632528000.0
557,26.265425,-98.202404,1632475800.0,1632542400.0
558,30.336379,-95.468237,1632477600.0,1632531600.0
559,29.880212,-95.683465,1632481200.0,1632538800.0
560,29.813268,-95.720502,1632477600.0,1632538800.0
561,26.189123,-98.205453,1632475800.0,1632542400.0
562,30.01266,-95.598994,1632477600.0,1632535200.0
563,30.206474,-95.4636,1632477600.0,1632538800.0
564,29.88766,-95.642914,1632477600.0,1632538800.0
565,29.999078,-95.564307,1632477600.0,1632538800.0
566,38.981723,-92.326705,1632477600.0,1632538800.0
567,30.073712,-95.516317,1632477600.0,1632538800.0
568,38.916083,-92.333744,1632477600.0,1632542400.0
569,38.948616,-92.32798,1632481200.0,1632542400.0
570,31.62876,-94.652683,1632477600.0,1632528000.0
571,30.038506,-95.49157,1632477600.0,1632528000.0
572,30.082632,-95.448783,1632477600.0,1632528000.0
573,29.728585,-95.644679,1632477600.0,1632535200.0
574,30.122875,-95.40824,1632477600.0,1632528000.0
575,29.735429,-95.627189,1632477600.0,1632538800.0
576,30.017874,-95.44132,1632474000.0,1632535200.0
577,29.736361,-95.564962,1632477600.0,1632538800.0
578,29.839438,-95.489072,1632477600.0,1632538800.0
579,38.581144,-92.208529,1632477600.0,1632538800.0
580,29.985488,-95.332846,1632474000.0,1632538800.0
581,29.705737,-95.474346,1632477600.0,1632528000.0
582,29.803637,-95.398996,1632477600.0,1632538800.0
583,29.761099,-95.420318,1632477600.0,1632538800.0
585,29.744898,-95.411119,1632477600.0,1632535200.0
586,29.681574,-95.423766,1632477600.0,1632538800.0
587,29.756724,-95.36555,1632481200.0,1632520800.0
588,41.962734,-91.71642,1632477600.0,1632528000.0
589,44.911304,-91.933174,1632477600.0,1632531600.0
591,42.034726,-91.684755,1632477600.0,1632528000.0
592,29.981395,-95.16368,1632477600.0,1632528000.0
594,37.780002,-92.119954,1632481200.0,1632524400.0
595,34.474138,-93.060333,1632477600.0,1632528000.0
596,41.752784,-91.608459,1632477600.0,1632528000.0
597,42.033595,-91.604327,1632477600.0,1632528000.0
598,29.64135,-95.289041,1632477600.0,1632542400.0
599,29.656757,-95.274797,1632474000.0,1632535200.0
600,41.67115,-91.574397,1632477600.0,1632528000.0
601,41.632784,-91.570577,1632477600.0,1632542400.0
603,34.122839,-93.081972,1632477600.0,1632528000.0
604,41.661246,-91.534349,1632484800.0,1632524400.0
606,29.650355,-95.180318,1632477600.0,1632538800.0
607,46.80019,-92.135745,1632481200.0,1632531600.0
608,32.456385,-93.721577,1632477600.0,1632542400.0
609,46.702086,-92.103537,1632481200.0,1632531600.0
610,29.58342,-95.214603,1632481200.0,1632538800.0
611,29.681493,-95.122973,1632477600.0,1632535200.0
612,32.458863,-93.667584,1632477600.0,1632538800.0
613,29.563301,-95.114619,1632477600.0,1632535200.0
614,44.828014,-91.545162,1632477600.0,1632531600.0
615,40.623486,-91.3774,1632477600.0,1632542400.0
617,29.524922,-95.075525,1632481200.0,1632538800.0
618,44.802841,-91.469104,1632477600.0,1632531600.0
